29/10/2024 10:09:33,25.3,64,17.37,78.44
29/10/2024 10:09:59,25.3,63,17.37,78.44
29/10/2024 10:10:14,25.3,63,17.37,78.44
29/10/2024 10:10:24,25.3,63,17.37,78.44
29/10/2024 10:10:34,25.3,62,17.37,78.44
29/10/2024 10:10:47,25.3,62,17.37,78.44
29/10/2024 10:10:58,25.3,63,17.37,78.44
29/10/2024 10:11:10,25.8,64,17.37,78.44
29/10/2024 10:11:20,25.8,64,17.37,78.44
29/10/2024 10:11:30,26.2,63,17.37,78.44
29/10/2024 10:11:40,26.2,62,17.37,78.44
29/10/2024 10:11:50,26.2,61,17.37,78.44
29/10/2024 10:12:03,26.2,61,17.37,78.44
29/10/2024 10:12:14,26.2,62,17.37,78.44
29/10/2024 10:12:23,26.7,68,17.37,78.44
29/10/2024 10:12:32,27.1,66,17.37,78.44
29/10/2024 10:12:42,27.1,65,17.37,78.44
29/10/2024 10:12:53,27.6,63,17.37,78.44
29/10/2024 10:13:05,27.6,62,17.37,78.44
29/10/2024 10:13:16,27.6,60,17.37,78.44
29/10/2024 10:13:27,27.1,59,17.37,78.44
29/10/2024 10:13:36,27.1,59,17.37,78.44
29/10/2024 10:13:49,27.1,59,17.37,78.44
29/10/2024 10:14:00,27.1,58,17.37,78.44
29/10/2024 10:14:12,26.7,58,17.37,78.44
29/10/2024 10:14:48,26.7,58,17.37,78.44
29/10/2024 10:15:00,26.7,58,17.37,78.44
29/10/2024 10:15:17,26.2,58,17.37,78.44
29/10/2024 10:15:28,26.2,58,17.37,78.44
29/10/2024 10:15:38,26.2,58,17.37,78.44
29/10/2024 10:15:51,26.2,58,17.37,78.44
29/10/2024 10:16:02,26.2,58,17.37,78.44
29/10/2024 10:16:13,26.2,58,17.37,78.44
29/10/2024 10:16:23,26.2,58,17.37,78.44
29/10/2024 10:16:31,26.2,58,17.37,78.44
29/10/2024 10:16:41,26.2,58,17.37,78.44
29/10/2024 10:16:56,25.8,58,17.37,78.44
29/10/2024 10:17:05,25.8,58,17.37,78.44
29/10/2024 10:17:15,25.8,58,17.37,78.44
29/10/2024 10:17:28,25.8,58,17.37,78.44
29/10/2024 10:17:38,25.8,58,17.37,78.44
29/10/2024 10:17:48,25.8,58,17.37,78.44
29/10/2024 10:17:58,25.8,58,17.37,78.44
29/10/2024 10:18:07,25.8,58,17.37,78.44
29/10/2024 10:18:17,25.8,58,17.37,78.44
29/10/2024 10:18:27,25.8,58,17.37,78.44
29/10/2024 10:18:38,25.8,58,17.37,78.44
29/10/2024 10:18:49,25.8,58,17.37,78.44
29/10/2024 10:18:59,25.8,58,17.37,78.44
29/10/2024 10:19:09,25.8,58,17.37,78.44
29/10/2024 10:19:19,25.8,58,17.37,78.44
29/10/2024 10:19:29,25.8,58,17.37,78.44
29/10/2024 10:19:38,25.8,58,17.37,78.44
29/10/2024 10:19:49,25.8,58,17.37,78.44
29/10/2024 10:20:00,25.8,58,17.37,78.44
29/10/2024 10:20:22,25.8,58,17.37,78.44
29/10/2024 10:20:32,25.8,58,17.37,78.44
29/10/2024 10:20:42,25.8,58,17.37,78.44
29/10/2024 10:20:55,25.8,58,17.37,78.44
29/10/2024 10:21:04,25.8,58,17.37,78.44
29/10/2024 10:21:14,25.7,58,17.37,78.44
29/10/2024 10:21:24,25.4,58,17.37,78.44
